Image_Layer,Total Flux_p/s,Avg Radiance_p/s/cmsq/sr,Stdev_Radiance,Min_Radiance,Max_Radiance,ROI_Label,Comment1,Comment2,Mouse_ID,Organ,Expt,Infection_1,Infection_2,time_point_from_reinf,mouse_sex,bkrd,flux_minus_bkrd
Overlay,3.69E+05,6.92E+03,7.89E+03,-2550,5.96E+04,Lung M15,M15 M16 top+M17 M21 bottom,CL11.24_1 d14 reinfection,M15,Lung,4,barcodes,luc,d14,Female,,
Overlay,6.43E+04,8.96E+02,1.14E+03,-3710,7.04E+03,BM M16,M15 M16 top+M17 M21 bottom,CL11.24_1 d14 reinfection,M16,BM,4,barcodes,luc,d14,Female,,
Overlay,1.42E+05,4.08E+03,7.11E+03,-2400,5.00E+04,Gut M26,M22 M23 top+M26 M27 bottom+skin,CL11.24_1 d14 reinfection,M26,Gut,4,none,luc,NA,Female,,
Overlay,4.54E+04,9.94E+02,1.04E+03,-2330,8.40E+03,Lung M22,M22 M23 top+M26 M27 bottom+skin,CL11.24_1 d14 reinfection,M22,Lung,4,barcodes,none,NA,Female,,
Overlay,1.74E+04,6.52E+02,1.21E+03,-3310,6.02E+03,Gut M23,M22 M23 top+M26 M27 bottom+skin,CL11.24_1 d14 reinfection,M23,Gut,4,barcodes,none,NA,Female,,
Overlay,2.34E+07,2.50E+05,1.18E+06,-2270,9.90E+06,BM M27,M22 M23 top+M26 M27 bottom+skin,CL11.24_1 d14 reinfection,M27,BM,4,none,luc,NA,Female,,
Overlay,3.20E+05,1.06E+04,1.88E+04,-2320,1.04E+05,Spleen M26,M22 M23 top+M26 M27 bottom+skin,CL11.24_1 d14 reinfection,M26,Spleen,4,none,luc,NA,Female,,
Overlay,7.62E+04,8.07E+02,1.34E+03,-3460,8.32E+03,BM M22,M22 M23 top+M26 M27 bottom+skin,CL11.24_1 d14 reinfection,M22,BM,4,barcodes,none,NA,Female,,
Overlay,3.77E+04,1.17E+03,1.78E+03,-2680,1.11E+04,Lung M23,M22 M23 top+M26 M27 bottom+skin,CL11.24_1 d14 reinfection,M23,Lung,4,barcodes,none,NA,Female,,
Overlay,3.78E+05,1.14E+04,2.04E+04,-2120,2.71E+05,Gut M27,M22 M23 top+M26 M27 bottom+skin,CL11.24_1 d14 reinfection,M27,Gut,4,none,luc,NA,Female,,
Overlay,1.83E+04,5.13E+02,1.16E+03,-4150,6.72E+03,LN M26,M22 M23 top+M26 M27 bottom+skin,CL11.24_1 d14 reinfection,M26,LN,4,none,luc,NA,Female,,
Overlay,4.16E+04,1.03E+03,1.51E+03,-3360,1.49E+04,Spleen M22,M22 M23 top+M26 M27 bottom+skin,CL11.24_1 d14 reinfection,M22,Spleen,4,barcodes,none,NA,Female,,
Overlay,2.88E+04,5.55E+02,1.04E+03,-2940,6.63E+03,Spleen M23,M22 M23 top+M26 M27 bottom+skin,CL11.24_1 d14 reinfection,M23,Spleen,4,barcodes,none,NA,Female,,
Overlay,4.37E+06,1.70E+05,2.68E+05,-1250,1.25E+06,Spleen M27,M22 M23 top+M26 M27 bottom+skin,CL11.24_1 d14 reinfection,M27,Spleen,4,none,luc,NA,Female,,
Overlay,2.13E+05,2.44E+03,3.97E+03,-2750,3.85E+04,BM M26,M22 M23 top+M26 M27 bottom+skin,CL11.24_1 d14 reinfection,M26,BM,4,none,luc,NA,Female,,
Overlay,2.87E+04,9.52E+02,1.32E+03,-2660,1.13E+04,Gut M22,M22 M23 top+M26 M27 bottom+skin,CL11.24_1 d14 reinfection,M22,Gut,4,barcodes,none,NA,Female,,
Overlay,7.54E+04,8.52E+02,1.04E+03,-2840,5.37E+03,BM M23,M22 M23 top+M26 M27 bottom+skin,CL11.24_1 d14 reinfection,M23,BM,4,barcodes,none,NA,Female,,
Overlay,5.92E+04,2.62E+03,6.15E+03,-2870,4.76E+04,LN M27,M22 M23 top+M26 M27 bottom+skin,CL11.24_1 d14 reinfection,M27,LN,4,none,luc,NA,Female,,
Overlay,2.61E+05,9.50E+03,9.70E+03,-2190,4.08E+04,Lung M26,M22 M23 top+M26 M27 bottom+skin,CL11.24_1 d14 reinfection,M26,Lung,4,none,luc,NA,Female,,
Overlay,7.49E+03,6.22E+02,1.06E+03,-2260,3.77E+03,LN M22,M22 M23 top+M26 M27 bottom+skin,CL11.24_1 d14 reinfection,M22,LN,4,barcodes,none,NA,Female,,
Overlay,1.16E+04,4.43E+02,8.85E+02,-2320,3.08E+03,LN M23,M22 M23 top+M26 M27 bottom+skin,CL11.24_1 d14 reinfection,M23,LN,4,barcodes,none,NA,Female,,
Overlay,1.57E+06,2.45E+04,2.80E+04,-1810,1.59E+05,Lung M27,M22 M23 top+M26 M27 bottom+skin,CL11.24_1 d14 reinfection,M27,Lung,4,none,luc,NA,Female,,
Overlay,2.36E+05,7.11E+03,1.34E+04,-1780,9.27E+04,Spleen M30,M25 M28 top+M29 M30 bottom++,CL11.24_1 d15 reinfection,M30,Spleen,4,none,luc,NA,Female,,
Overlay,3.21E+05,3.26E+03,4.34E+03,-2280,2.97E+04,BM M25,M25 M28 top+M29 M30 bottom++,CL11.24_1 d15 reinfection,M25,BM,4,barcodes,none,NA,Female,,
Overlay,9.25E+04,4.61E+03,7.87E+03,-1460,6.17E+04,LN M29,M25 M28 top+M29 M30 bottom++,CL11.24_1 d15 reinfection,M29,LN,4,none,luc,NA,Female,,
Overlay,7.05E+06,2.14E+05,4.81E+05,-1360,3.21E+06,Spleen M28,M25 M28 top+M29 M30 bottom++,CL11.24_1 d15 reinfection,M28,Spleen,4,none,luc,NA,Female,,
Overlay,2.77E+04,1.27E+03,1.45E+03,-2950,6.90E+03,LN M30,M25 M28 top+M29 M30 bottom++,CL11.24_1 d15 reinfection,M30,LN,4,none,luc,NA,Female,,
Overlay,6.84E+04,1.02E+03,1.13E+03,-2500,8.51E+03,Gut M25,M25 M28 top+M29 M30 bottom++,CL11.24_1 d15 reinfection,M25,Gut,4,barcodes,none,NA,Female,,
Overlay,1.15E+06,3.12E+04,5.29E+04,-1480,4.34E+05,Gut M29,M25 M28 top+M29 M30 bottom++,CL11.24_1 d15 reinfection,M29,Gut,4,none,luc,NA,Female,,
Overlay,6.64E+05,3.10E+04,3.30E+04,-341,1.44E+05,Gut M28,M25 M28 top+M29 M30 bottom++,CL11.24_1 d15 reinfection,M28,Gut,4,none,luc,NA,Female,,
Overlay,1.71E+05,3.86E+03,4.86E+03,-1390,3.38E+04,Lung M30,M25 M28 top+M29 M30 bottom++,CL11.24_1 d15 reinfection,M30,Lung,4,none,luc,NA,Female,,
Overlay,7.35E+04,1.93E+03,2.30E+03,-2370,2.28E+04,Lung M25,M25 M28 top+M29 M30 bottom++,CL11.24_1 d15 reinfection,M25,Lung,4,barcodes,none,NA,Female,,
Overlay,7.49E+06,2.49E+05,4.69E+05,-419,2.61E+06,Spleen M29,M25 M28 top+M29 M30 bottom++,CL11.24_1 d15 reinfection,M29,Spleen,4,none,luc,NA,Female,,
Overlay,3.14E+06,3.78E+04,4.20E+04,-1580,3.02E+05,BM M28,M25 M28 top+M29 M30 bottom++,CL11.24_1 d15 reinfection,M28,BM,4,none,luc,NA,Female,,
Overlay,7.14E+04,3.18E+03,3.05E+03,-2050,1.49E+04,Gut M30,M25 M28 top+M29 M30 bottom++,CL11.24_1 d15 reinfection,M30,Gut,4,none,luc,NA,Female,,
Overlay,3.29E+04,1.08E+03,9.21E+02,-2080,4.15E+03,LN M25,M25 M28 top+M29 M30 bottom++,CL11.24_1 d15 reinfection,M25,LN,4,barcodes,none,NA,Female,,
Overlay,1.45E+06,3.47E+04,4.94E+04,-308,3.68E+05,Lung M29,M25 M28 top+M29 M30 bottom++,CL11.24_1 d15 reinfection,M29,Lung,4,none,luc,NA,Female,,
Overlay,5.63E+08,4.57E+06,5.46E+06,2.96E+03,1.31E+07,Liver M28,M25 M28 top+M29 M30 bottom++,CL11.24_1 d15 reinfection,M28,Liver,4,none,luc,NA,Female,,
Overlay,1.38E+05,1.58E+03,2.05E+03,-2760,1.72E+04,BM M30,M25 M28 top+M29 M30 bottom++,CL11.24_1 d15 reinfection,M30,BM,4,none,luc,NA,Female,,
Overlay,4.52E+04,8.92E+02,1.13E+03,-2340,1.64E+04,Spleen M25,M25 M28 top+M29 M30 bottom++,CL11.24_1 d15 reinfection,M25,Spleen,4,barcodes,none,NA,Female,,
Overlay,2.09E+06,3.22E+04,4.90E+04,-891,4.14E+05,BM M29,M25 M28 top+M29 M30 bottom++,CL11.24_1 d15 reinfection,M29,BM,4,none,luc,NA,Female,,
Overlay,8.18E+05,2.51E+04,3.87E+04,-495,3.18E+05,Lung M28,M25 M28 top+M29 M30 bottom++,CL11.24_1 d15 reinfection,M28,Lung,4,none,luc,NA,Female,,
Overlay,7.36E+04,7.91E+02,1.77E+03,-3410,2.78E+04,BM M19,M18 M19 top+M20 M24 bottom+,CL11.24_1 d15 reinfection,M19,BM,4,barcodes,luc,d14,Female,,
Overlay,2.14E+05,3.32E+03,5.39E+03,-3100,5.09E+04,Spleen M18,M18 M19 top+M20 M24 bottom+,CL11.24_1 d15 reinfection,M18,Spleen,4,barcodes,luc,d14,Female,,
Overlay,2.52E+04,2.05E+02,1.10E+03,-3230,2.75E+04,BM M24,M18 M19 top+M20 M24 bottom+,CL11.24_1 d15 reinfection,M24,BM,4,barcodes,none,NA,Female,,
Overlay,1.00E+05,1.97E+03,3.29E+03,-2510,2.23E+04,Lung M20,M18 M19 top+M20 M24 bottom+,CL11.24_1 d15 reinfection,M20,Lung,4,barcodes,luc,d14,Female,,
Overlay,1.82E+04,5.44E+02,9.77E+02,-2540,5.59E+03,LN M19,M18 M19 top+M20 M24 bottom+,CL11.24_1 d15 reinfection,M19,LN,4,barcodes,luc,d14,Female,,
Overlay,1.20E+05,8.18E+02,2.88E+03,-3660,5.37E+04,BM M18,M18 M19 top+M20 M24 bottom+,CL11.24_1 d15 reinfection,M18,BM,4,barcodes,luc,d14,Female,,
Overlay,2.03E+04,5.57E+02,1.43E+03,-2990,9.77E+03,LN M24,M18 M19 top+M20 M24 bottom+,CL11.24_1 d15 reinfection,M24,LN,4,barcodes,none,NA,Female,,
Overlay,4.39E+04,1.09E+03,2.37E+03,-3000,1.83E+04,Gut M20,M18 M19 top+M20 M24 bottom+,CL11.24_1 d15 reinfection,M20,Gut,4,barcodes,luc,d14,Female,,
Overlay,6.03E+05,1.46E+04,2.34E+04,-2960,1.59E+05,Spleen M19,M18 M19 top+M20 M24 bottom+,CL11.24_1 d15 reinfection,M19,Spleen,4,barcodes,luc,d14,Female,,
Overlay,1.01E+04,3.78E+02,9.62E+02,-2380,1.59E+04,LN M18,M18 M19 top+M20 M24 bottom+,CL11.24_1 d15 reinfection,M18,LN,4,barcodes,luc,d14,Female,,
Overlay,9.45E+03,1.83E+02,7.75E+02,-2580,3.36E+03,Spleen M24,M18 M19 top+M20 M24 bottom+,CL11.24_1 d15 reinfection,M24,Spleen,4,barcodes,none,NA,Female,,
Overlay,1.03E+06,1.95E+04,3.07E+04,-3420,1.66E+05,Spleen M20,M18 M19 top+M20 M24 bottom+,CL11.24_1 d15 reinfection,M20,Spleen,4,barcodes,luc,d14,Female,,
Overlay,2.16E+04,5.56E+02,9.61E+02,-2320,5.13E+03,Gut M19,M18 M19 top+M20 M24 bottom+,CL11.24_1 d15 reinfection,M19,Gut,4,barcodes,luc,d14,Female,,
Overlay,3.72E+04,1.20E+03,1.49E+03,-1930,8.43E+03,Lung M18,M18 M19 top+M20 M24 bottom+,CL11.24_1 d15 reinfection,M18,Lung,4,barcodes,luc,d14,Female,,
Overlay,2.63E+03,6.23E+01,8.93E+02,-3410,3.36E+03,Lung M24,M18 M19 top+M20 M24 bottom+,CL11.24_1 d15 reinfection,M24,Lung,4,barcodes,none,NA,Female,,
Overlay,2.35E+03,1.03E+02,8.86E+02,-2540,3.88E+03,LN M20,M18 M19 top+M20 M24 bottom+,CL11.24_1 d15 reinfection,M20,LN,4,barcodes,luc,d14,Female,,
Overlay,1.96E+04,5.15E+02,8.82E+02,-2670,5.08E+03,Lung M19,M18 M19 top+M20 M24 bottom+,CL11.24_1 d15 reinfection,M19,Lung,4,barcodes,luc,d14,Female,,
Overlay,3.06E+04,5.72E+02,1.20E+03,-5150,1.04E+04,Gut M18,M18 M19 top+M20 M24 bottom+,CL11.24_1 d15 reinfection,M18,Gut,4,barcodes,luc,d14,Female,,
Overlay,6.41E+03,1.52E+02,1.01E+03,-3060,3.70E+03,Gut M24,M18 M19 top+M20 M24 bottom+,CL11.24_1 d15 reinfection,M24,Gut,4,barcodes,none,NA,Female,,
Overlay,1.46E+05,2.02E+03,7.06E+03,-2890,1.49E+05,BM M20,M18 M19 top+M20 M24 bottom+,CL11.24_1 d15 reinfection,M20,BM,4,barcodes,luc,d14,Female,,
