True_FP,Est_FP,Total_parasites,Barcode_number,Bottleneck_prob
3.92140879,4.175106394,49999950,70,0.0000001
3.968244436,4.179459304,49999950,70,0.0000001
6.983284569,7.658526442,49999950,70,0.0000001
6.02801393,6.45977488,49999950,70,0.0000001
3.968515256,4.180317481,49999950,70,0.0000001
3.042751263,3.087207536,49999950,70,0.0000001
9.991903537,11.48988866,49999950,70,0.0000001
6.966559202,7.658777402,49999950,70,0.0000001
2.013998113,2.028521423,49999950,70,0.0000001
2.998231215,3.089241466,49999950,70,0.0000001
4.95828696,3.708515529,49999950,70,0.0000001
5.015278863,5.300840077,49999950,70,0.0000001
0.959992597,1,49999950,70,0.0000001
5.03546367,5.303406894,49999950,70,0.0000001
3.968346862,4.179361585,49999950,70,0.0000001
1.044061424,1,49999950,70,0.0000001
3.941074513,4.180321784,49999950,70,0.0000001
3.069671703,3.0888652,49999950,70,0.0000001
4.048330166,4.179845197,49999950,70,0.0000001
10.92233984,10.59197437,49999950,70,0.0000001
3.02611213,3.088095729,49999950,70,0.0000001
7.079022582,7.662968636,49999950,70,0.0000001
4.098426778,4.181640867,49999950,70,0.0000001
6.011002729,6.465679037,49999950,70,0.0000001
8.000694017,6.947861885,49999950,70,0.0000001
2.047023298,2.028213879,49999950,70,0.0000001
2.907433858,3.089487996,49999950,70,0.0000001
5.869025412,4.726821066,49999950,70,0.0000001
6.167568327,3.762751499,49999950,70,0.0000001
3.016837768,3.086683231,49999950,70,0.0000001
0.977869105,1,49999950,70,0.0000001
5.043902038,5.299185465,49999950,70,0.0000001
5.942849866,6.461767086,49999950,70,0.0000001
8.068702723,6.953446146,49999950,70,0.0000001
5.989156114,6.466879094,49999950,70,0.0000001
6.897269236,7.662264513,49999950,70,0.0000001
0.990502451,1,49999950,70,0.0000001
3.986486398,4.180508492,49999950,70,0.0000001
4.013229876,4.178882091,49999950,70,0.0000001
4.88785941,5.303884621,49999950,70,0.0000001
1.968050606,2.029318081,49999950,70,0.0000001
4.042464896,4.180688296,49999950,70,0.0000001
4.970748396,5.30364492,49999950,70,0.0000001
4.110506844,4.180980028,49999950,70,0.0000001
6.054303284,6.464730695,49999950,70,0.0000001
2.043094278,2.029398448,49999950,70,0.0000001
2.070832623,2.029332524,49999950,70,0.0000001
1.047797542,1,49999950,70,0.0000001
5.917151932,6.461789936,49999950,70,0.0000001
4.016641877,4.181094868,49999950,70,0.0000001
7.030863867,7.665492823,49999950,70,0.0000001
7.116582458,7.66213569,49999950,70,0.0000001
7.860208246,8.900859912,49999950,70,0.0000001
4.04467996,2.677761655,49999950,70,0.0000001
3.02158554,3.089399463,49999950,70,0.0000001
7.883992633,8.898288424,49999950,70,0.0000001
4.953052419,5.30170019,49999950,70,0.0000001
3.898880764,4.179856918,49999950,70,0.0000001
4.979207289,5.304339864,49999950,70,0.0000001
4.998365647,5.305953655,49999950,70,0.0000001
3.99376012,4.180201576,49999950,70,0.0000001
8.944544319,8.151200088,49999950,70,0.0000001
7.972785203,8.897235819,49999950,70,0.0000001
6.832895952,5.81659757,49999950,70,0.0000001
3.041934087,3.087940269,49999950,70,0.0000001
3.995720194,4.179002449,49999950,70,0.0000001
4.995658105,5.30333011,49999950,70,0.0000001
3.056462006,3.086094041,49999950,70,0.0000001
2.016741788,2.026431857,49999950,70,0.0000001
5.955074701,6.465457898,49999950,70,0.0000001
6.013019855,4.738020065,49999950,70,0.0000001
5.891127472,6.46469235,49999950,70,0.0000001
4.084894293,4.178063402,49999950,70,0.0000001
